Gender,Married,Dependents,Education,SelfEmployed,ApplicantIncome,CoapplicantIncome,LoanAmount,LoanAmountTerm,CreditHistory,PropertyArea,LoanStatus,TotalIncome,InstalmentAmount,BalancedIncome
1,0,0.0,1,0,0.045057838933392165,0.07012499999999999,0.23754789272030646,0.7468354430379747,1.0,0.5,1,0.045090364425101385,0.015067611075338053,0.18595857447374353
1,1,0.0,1,0,0.03837085855313047,0.11283333333333333,0.24904214559386972,0.7468354430379747,1.0,1.0,1,0.05272082408964377,0.01584030907920154,0.19231698640973824
1,1,0.0,1,0,0.03777799225137531,0.06420833333333333,0.13984674329501917,0.7468354430379747,1.0,1.0,1,0.035622942248724726,0.008499678042498387,0.1795394133791247
1,0,0.0,1,0,0.0434309035006687,0.0,0.28352490421455934,0.7468354430379747,0.0,0.5,0,0.01964136839576651,0.018158403090792013,0.16326673875566824
1,1,0.6666666666666666,1,0,0.10133877483489363,0.167875,0.3007662835249042,0.36708860759493667,1.0,1.0,1,0.1359210953948763,0.043142305215711524,0.25670029470091843
1,1,0.0,1,1,0.03125646293206855,0.11633333333333333,0.11877394636015325,0.7468354430379747,1.0,1.0,1,0.046616456358009865,0.007083065035415324,0.18936322731930164
1,0,0.0,1,1,0.0804230032125081,0.0,0.16858237547892718,0.7468354430379747,1.0,1.0,1,0.05755344854385395,0.010431423052157114,0.1978897092275272
1,0,0.0,1,0,0.05022818458823367,0.08179166666666667,0.210727969348659,0.7468354430379747,1.0,1.0,1,0.054345829388574095,0.013264649066323242,0.19438920770947324
1,1,0.0,1,0,0.07761033517627432,0.034083333333333334,0.13793103448275862,0.7468354430379747,1.0,1.0,1,0.06622956379205583,0.008370895041854474,0.2058896984276768
0,0,0.0,1,0,0.05024197217664658,0.0,0.15708812260536398,0.7468354430379747,1.0,1.0,1,0.02662182594073676,0.009658725048293623,0.17149622477728685
1,1,0.0,0,0,0.024128279722593723,0.08433333333333333,0.11877394636015325,0.7468354430379747,1.0,0.5,1,0.028458788452571042,0.007083065035415324,0.1737506935528943
1,0,0.0,1,0,0.08961932468391953,0.10833333333333332,0.3295019157088122,0.7468354430379747,1.0,0.5,1,0.10371772951433536,0.021249195106245972,0.234748248736755
0,0,0.0,1,0,0.05054529912173062,0.0,0.10727969348659004,0.7468354430379747,1.0,1.0,1,0.026932696519662562,0.006310367031551832,0.17264100892202644
1,1,0.0,1,0,0.058735126638999574,0.1625,0.3007662835249042,0.7468354430379747,1.0,1.0,1,0.09043507750568752,0.01931745009658725,0.22383364990394883
1,1,0.0,0,0,0.05739773056294724,0.06145833333333333,0.2567049808429119,0.7468354430379747,1.0,1.0,1,0.054798004776102534,0.0163554410817772,0.19396801354301244
1,0,0.0,0,0,0.0324835583008176,0.07925,0.15325670498084293,0.7468354430379747,1.0,0.5,1,0.035297941188938656,0.009401159047005794,0.17902372052147078
1,0,0.0,1,0,0.09364530050048946,0.13908333333333334,0.30459770114942525,0.7468354430379747,1.0,1.0,1,0.11827212480040694,0.019575016097875077,0.2477013193367272
1,1,1.0,0,1,0.11030070730328559,0.010416666666666666,0.30459770114942525,0.7468354430379747,1.0,0.5,1,0.09170682078311124,0.019575016097875077,0.22485963569404566
1,1,0.3333333333333333,1,0,0.03335217637083098,0.071125,0.1839080459770115,0.7468354430379747,1.0,1.0,1,0.03343271771538385,0.011461687057308434,0.17687995021268957
1,1,1.0,0,0,0.04825655944518745,0.034708333333333334,0.17624521072796934,0.7468354430379747,1.0,0.5,1,0.036357727253458434,0.01094655505473277,0.17952996351000539
1,1,0.3333333333333333,1,0,0.04825655944518745,0.12820833333333334,0.2528735632183908,0.7468354430379747,1.0,0.5,1,0.06806652630389012,0.016097875080489373,0.20544420459776633
1,1,0.6666666666666666,1,0,0.05674971390754043,0.041666666666666664,0.0038314176245210774,0.36708860759493667,1.0,1.0,1,0.047421893767044886,0.0032195750160978727,0.1910682537046862
1,1,0.0,0,1,0.07297770546953633,0.0,0.12260536398467432,0.7468354430379747,1.0,1.0,1,0.04992298887931156,0.007340631036703154,0.19213878887777405
1,0,0.0,1,0,0.03791586813550442,0.0,0.1954022988505747,0.7468354430379747,0.0,1.0,0,0.013989176051661036,0.012234385061171922,0.1599592845639088
0,0,0.0,0,0,0.060692964193632896,0.0,0.1954022988505747,0.7468354430379747,1.0,0.0,1,0.037332730432816624,0.012234385061171922,0.18003080657332898
1,1,0.6666666666666666,1,0,0.049814556935846355,0.14745833333333333,0.20306513409961685,0.36708860759493667,1.0,0.5,1,0.07619155279854173,0.03000643915003219,0.20878540832209475
0,1,0.6666666666666666,1,0,0.03831570819947883,0.15266666666666667,0.28352490421455934,0.7468354430379747,0.0,0.5,0,0.06617304186861478,0.018158403090792013,0.20327613462553545
1,1,1.0,1,0,0.0650774173089385,0.0,0.11877394636015325,0.36708860759493667,1.0,0.5,1,0.04182622334638048,0.018673535093367673,0.1822069764333764
1,1,0.0,0,0,0.033297026017179335,0.07170833333333333,0.15708812260536398,0.7468354430379747,1.0,0.5,1,0.03357402252398649,0.009658725048293623,0.1774739419859035
1,1,0.0,1,1,0.09673372030498147,0.012166666666666666,0.18582375478927204,0.7468354430379747,1.0,1.0,1,0.07839590781274286,0.011590470057952346,0.21550696522853158
0,0,0.6666666666666666,1,0,0.06849673923534035,0.0,0.30842911877394635,0.7468354430379747,1.0,0.5,1,0.04533058259972587,0.019832582099162905,0.18491638890801362
0,0,0.0,1,0,0.028967723255525376,0.0625,0.15325670498084293,0.7468354430379747,0.0,0.0,0,0.02601421526374542,0.009401159047005794,0.17104128107825708
1,1,1.0,0,0,0.061906271973969036,0.0,0.18582375478927204,0.7468354430379747,1.0,1.0,1,0.038576212748519835,0.011590470057952346,0.18126873942795893
1,1,0.0,1,0,0.04021839540046051,0.14929166666666666,0.210727969348659,0.7468354430379747,1.0,0.5,1,0.06697847927764983,0.013264649066323242,0.2052511572714718
1,1,0.0,0,0,0.06480166554068029,0.0,0.20498084291187735,0.7468354430379747,0.0,0.5,0,0.041543613729175206,0.012878300064391498,0.18348270876448364
1,1,0.0,1,0,0.047498242082477354,0.0,0.1954022988505747,0.7468354430379747,0.0,0.5,0,0.02380986024954429,0.012234385061171922,0.16840341761266608
1,1,0.0,1,0,0.10569565277337341,0.0,0.30459770114942525,0.7468354430379747,1.0,0.5,1,0.08345461996071726,0.019575016097875077,0.21776413396674457
1,1,0.0,1,0,0.033889892318934495,0.21270833333333333,0.3065134099616858,0.7468354430379747,0.0,0.0,0,0.0819991804321101,0.01970379909851899,0.21647895176651805
0,0,0.0,1,0,0.044809662341959766,0.0,0.1283524904214559,0.7468354430379747,1.0,0.5,1,0.021054416481792876,0.0077269800386349,0.1672154340662382
1,0,0.0,1,0,0.06153400708682045,0.0,0.07088122605363985,0.7468354430379747,1.0,0.5,1,0.038194689765292715,0.0038634900193174485,0.18296566592552693
1,1,0.3333333333333333,1,0,0.05629472348991438,0.07395833333333333,0.2126436781609195,0.11392405063291138,1.0,1.0,1,0.05790671056536054,0.10289761751448807,0.1739612906361247
1,1,0.0,1,1,0.05377159481035172,0.08725,0.3908045977011494,0.7468354430379747,1.0,0.0,1,0.0598284559623564,0.02537025112685125,0.19593088635722394
1,1,0.0,0,0,0.06549104496132582,0.14929166666666666,0.2222222222222222,0.7468354430379747,1.0,0.5,1,0.09287965069451312,0.01403734707018673,0.22731930162767247
1,0,0.0,1,0,0.04940092928345903,0.143125,0.24329501915708812,0.7468354430379747,1.0,1.0,1,0.07429806836326641,0.015453960077269797,0.2109710280512615
1,1,0.0,1,0,0.043968619448772214,0.09862499999999999,0.30268199233716475,0.7468354430379747,1.0,1.0,1,0.053639305345560905,0.01944623309723116,0.19216173855992094
1,0,0.0,1,1,0.0876339119524604,0.0,0.042145593869731796,0.7468354430379747,1.0,0.0,1,0.06494369003377184,0.0019317450096587238,0.2064715403691659
1,1,0.3333333333333333,1,0,0.04705703925326421,0.168875,0.20715056836222767,0.7468354430379747,1.0,0.5,1,0.08062852378866453,0.01302415926401582,0.21705091870665438
0,1,0.0,1,0,0.10961132788264005,0.0,0.3007662835249042,0.7468354430379747,1.0,1.0,1,0.08746767652503215,0.01931745009658725,0.22128218524173443
1,1,1.0,1,0,0.052792676033035064,0.04595833333333333,0.2586206896551724,0.7468354430379747,0.0,1.0,0,0.04482188528875638,0.016484224082421117,0.18535648281271305
1,1,1.0,1,0,1.0,0.0,0.636015325670498,0.7468354430379747,1.0,1.0,1,1.0,0.04185447520927237,1.0
1,1,0.6666666666666666,0,0,0.05702546567579865,0.0,0.23180076628352486,0.9999999999999999,0.0,0.0,0,0.03357402252398649,0.009884095299420474,0.1774148803039078
1,1,0.0,1,0,0.11649133450068248,0.0,0.4386973180076628,0.7468354430379747,1.0,0.0,1,0.09451878647430373,0.028589826142949123,0.22491498492745876
1,1,0.0,1,0,0.06143749396793007,0.0,0.19731800766283525,0.36708860759493667,0.0,0.5,0,0.03809577639927087,0.029233741146168703,0.17623195918736526
1,1,0.6666666666666666,1,0,0.06390547229384108,0.3333333333333333,0.14176245210727967,0.36708860759493667,1.0,0.0,1,0.15366897935536744,0.02176432710882163,0.2775629057537553
1,1,0.0,1,0,0.049235478222504105,0.079875,0.20498084291187735,0.7468354430379747,1.0,1.0,1,0.05267843264706298,0.012878300064391498,0.19305677616365013
1,0,0.0,1,0,0.0422727460739842,0.0,0.1283524904214559,0.7468354430379747,1.0,0.5,1,0.018454408003504355,0.0077269800386349,0.16497986502886935
1,0,0.6666666666666666,0,0,0.04460284851576611,0.08395833333333333,0.09386973180076628,0.7468354430379747,1.0,0.5,1,0.04931537820232023,0.005408886027044428,0.19212258910214094
0,0,0.0,1,0,0.06973762219250232,0.0,0.3295019157088122,0.7468354430379747,1.0,0.0,1,0.046602325877149596,0.021249195106245972,0.18563862890498967
1,1,0.0,1,1,0.043954831860359304,0.09525,0.1954022988505747,0.7468354430379747,1.0,0.0,1,0.05248060591501929,0.012234385061171922,0.1930554261823474
1,1,1.0,1,0,0.18638062016572682,0.0,0.6934865900383141,0.7468354430379747,1.0,0.0,1,0.1661461939549803,0.04571796522858981,0.28201379410895155
1,1,0.3333333333333333,1,0,0.060169035833942286,0.10416666666666666,0.3007662835249042,0.7468354430379747,1.0,0.5,1,0.07212197431078579,0.01931745009658725,0.20808746798856836
1,1,0.6666666666666666,0,0,0.0657116463759324,0.06858333333333333,0.13793103448275862,0.7468354430379747,1.0,0.5,1,0.06573499696194662,0.008370895041854474,0.20546445431730773
1,1,0.3333333333333333,1,0,0.06354699499510541,0.09720833333333333,0.18199233716475094,0.7468354430379747,0.0,0.5,0,0.07322415181788636,0.011332904056664518,0.21112762588238154
0,1,1.0,1,0,0.08631030346482098,0.0,0.15708812260536398,0.7468354430379747,1.0,0.5,1,0.06358716387118654,0.009658725048293623,0.20328018456944372
1,1,0.3333333333333333,1,0,0.045954032180231356,0.175,0.43678160919540227,0.7468354430379747,1.0,1.0,1,0.08157526600630219,0.028461043142305208,0.2138194886000829
1,1,0.0,1,0,0.04825655944518745,0.13541666666666666,0.21455938697318006,0.7468354430379747,1.0,0.5,1,0.07051109949271572,0.013522215067611074,0.20822111613754152
1,1,1.0,1,0,0.13400157178507907,0.0,0.06321839080459771,0.7468354430379747,1.0,1.0,1,0.11246449716683857,0.0033483580167417886,0.24696017960151254
1,1,1.0,1,0,0.09423816680224462,0.0,0.3065134099616858,0.7468354430379747,1.0,0.5,1,0.07171219036583815,0.01970379909851899,0.20763387427084135
1,0,0.0,1,0,0.061382343614278426,0.0,0.19731800766283525,0.7468354430379747,1.0,0.0,1,0.03803925447582981,0.012363168061815838,0.18060454862700154
0,1,0.0,1,0,0.031187524990004,0.0,0.20715056836222767,0.9999999999999999,0.0,0.5,0,0.007093501391852365,0.008641268192377607,0.15497179728701643
1,1,0.3333333333333333,1,0,0.05378538239876463,0.0,0.16858237547892718,0.7468354430379747,1.0,1.0,1,0.03025335952182453,0.010431423052157114,0.17441623433515446
1,1,0.6666666666666666,0,0,0.03704725006549105,0.0,0.042145593869731796,0.36708860759493667,1.0,0.0,1,0.013098955757464427,0.008370895041854474,0.1602063311423137
1,0,0.0,1,0,0.030925560810158695,0.09304166666666666,0.15134099616858238,0.7468354430379747,1.0,0.5,1,0.03837838601647613,0.009272376046361878,0.1817061333700528
0,1,0.0,1,0,0.04711218960691586,0.053625,0.3295019157088122,0.7468354430379747,1.0,0.5,1,0.041600135652616256,0.021249195106245972,0.18133758847439962
1,0,0.0,1,0,0.022004991107005475,0.07333333333333333,0.17432950191570878,0.7468354430379747,0.0,1.0,0,0.022552247452980824,0.010817772054088858,0.16769332744741486
1,1,1.0,1,0,0.062223386507465984,0.0,0.17624521072796934,0.7468354430379747,1.0,0.0,1,0.03890121380830589,0.01094655505473277,0.1817169332204749
1,1,0.0,1,0,0.06204414785809814,0.0,0.21455938697318006,0.7468354430379747,1.0,0.5,1,0.03871751755712247,0.013522215067611074,0.18088399475667263
1,1,0.0,0,0,0.06236126239159509,0.05625,0.2624521072796935,0.7468354430379747,1.0,1.0,1,0.058118667778264486,0.016741790083708945,0.1967219754006407
0,0,0.0,1,1,0.06538074425402253,0.0,0.15325670498084293,0.7468354430379747,1.0,0.5,1,0.04213709392530628,0.009401159047005794,0.1849042390762888
1,1,0.0,1,0,0.05628093590150147,0.0,0.12452107279693488,0.7468354430379747,1.0,0.5,1,0.03281097655753225,0.007469414037347068,0.1773915931264352
0,0,0.0,1,0,0.04711218960691586,0.0,0.14176245210727967,0.7468354430379747,1.0,1.0,1,0.023414206785456908,0.008628461043142303,0.16900820923630208
0,1,0.6666666666666666,1,0,0.04028733334252506,0.1415,0.18007662835249044,0.7468354430379747,1.0,0.5,1,0.06440673176108183,0.011204121056020602,0.2035798804186562
1,1,0.0,1,0,0.05745288091659888,0.19808333333333333,0.2528735632183908,0.7468354430379747,1.0,0.0,1,0.10118837344034817,0.016097875080489373,0.23392341016076929
1,0,1.0,1,0,0.05850073763598009,0.17179166666666665,0.24712643678160917,0.7468354430379747,1.0,0.5,1,0.09334595656290184,0.015711526078557626,0.22728150215119522
0,0,0.0,0,0,0.0,0.07333333333333333,0.2911877394636015,0.7468354430379747,1.0,0.5,1,0.0,0.018673535093367673,0.1462434745278778
1,1,0.3333333333333333,1,0,0.02090198403397262,0.12083333333333333,0.09961685823754789,0.7468354430379747,0.0,0.0,0,0.03753055716486032,0.005795235028976174,0.1818883808459253
0,0,0.0,1,0,0.02429373078354865,0.11108333333333333,0.14559386973180077,0.7468354430379747,0.0,1.0,0,0.03770012293518348,0.008886027044430134,0.1812241900449679
1,1,0.6666666666666666,1,0,0.009982214010947345,0.14625,0.3544061302681992,0.7468354430379747,0.0,0.0,0,0.03495880964829233,0.022923374114616864,0.1751884236403326
1,0,0.0,1,0,0.04308621379034593,0.0,0.07088122605363985,0.7468354430379747,1.0,1.0,1,0.019288106374259914,0.0038634900193174485,0.16670919107770357
1,1,0.0,1,0,0.03216644376732066,0.15845833333333334,0.22605363984674326,0.7468354430379747,1.0,0.0,1,0.06183498424451384,0.014294913071474562,0.20055862226308166
1,1,1.0,1,0,0.04618842118325084,0.065,0.20498084291187735,0.7468354430379747,1.0,1.0,1,0.04451101470983058,0.012878300064391498,0.18603417342669804
1,0,0.0,1,0,0.034468971032276745,0.26725,0.30459770114942525,0.7468354430379747,0.0,0.0,0,0.10108946007432631,0.019575016097875077,0.23292712395933318
0,0,0.0,1,0,0.17234485516138373,0.0,0.5210727969348659,0.7468354430379747,0.0,1.0,0,0.15176136443923186,0.03412749517063747,0.2726827233442817
1,0,0.0,1,0,0.06434667512305423,0.0,0.17624521072796934,0.7468354430379747,1.0,0.5,1,0.0410773078607865,0.01094655505473277,0.1835880073060988
1,0,0.0,1,0,0.08961932468391953,0.0,0.08237547892720305,0.7468354430379747,0.0,1.0,0,0.06697847927764983,0.004636188023180938,0.20751237595359306
1,1,0.6666666666666666,1,0,0.10340691309683024,0.0,0.37739463601532564,0.7468354430379747,1.0,1.0,1,0.0811089601379135,0.024468770122343848,0.2144647796628017
1,0,0.0,1,0,0.04236925919287458,0.0,0.08045977011494253,0.36708860759493667,1.0,1.0,1,0.018553321369526206,0.013522215067611074,0.16354618488533934
1,1,0.3333333333333333,0,0,0.04578858111927643,0.087,0.08045977011494253,0.7468354430379747,1.0,0.5,1,0.05156212465910214,0.004507405022537026,0.19429065907437182
1,1,0.0,1,0,0.045954032180231356,0.05291666666666667,0.1839080459770115,0.7468354430379747,1.0,1.0,1,0.04017295708572962,0.011461687057308434,0.18267541994543376
1,0,0.0,1,0,0.04675371230818018,0.0,0.19923371647509575,0.7468354430379747,1.0,0.0,1,0.02304681428309005,0.012491951062459754,0.16767982763438727
1,1,0.3333333333333333,1,1,0.04609190806436046,0.06320833333333332,0.14750957854406127,0.7468354430379747,1.0,0.0,1,0.04380449066681739,0.00901481004507405,0.18643916781752573
0,0,0.3333333333333333,1,0,0.04991107005473673,0.0,0.11877394636015325,0.7468354430379747,1.0,1.0,1,0.026282694400090435,0.007083065035415324,0.17187961946727037
1,0,0.0,1,0,0.055150353651642794,0.0,0.10536398467432949,0.16455696202531644,1.0,1.0,1,0.03165227712699063,0.04130254806365558,0.1675288225829501
1,1,0.0,1,0,0.058707551462173754,0.0,0.18582375478927204,0.7468354430379747,1.0,1.0,1,0.035297941188938656,0.011590470057952346,0.17844997846779823
1,1,0.6666666666666666,1,0,0.06204414785809814,0.0,0.2279693486590038,0.7468354430379747,1.0,0.0,1,0.03871751755712247,0.014423696072118478,0.18064774802868983
1,1,0.3333333333333333,1,0,0.027768203063602146,0.121875,0.17624521072796934,0.7468354430379747,1.0,0.0,1,0.04492079865477822,0.01094655505473277,0.18689276153525275
1,0,0.0,1,0,0.045954032180231356,0.05208333333333333,0.15708812260536398,0.7468354430379747,1.0,0.5,1,0.03989034746852436,0.009658725048293623,0.1829049167669028
0,0,1.0,1,0,0.05629472348991438,0.0,0.14367816091954022,0.7468354430379747,1.0,0.5,1,0.03282510703839252,0.008757244043786219,0.1770662476324703
1,0,0.0,1,0,0.06517393042782887,0.0,0.23371647509578541,0.7468354430379747,0.0,0.0,0,0.041925136712402326,0.014810045074050222,0.18330451123251945
1,1,1.0,1,0,0.04258986060748115,0.12495833333333332,0.13793103448275862,0.4936708860759493,1.0,0.0,1,0.06115672116322118,0.014810045074050222,0.1998404322100139
1,1,1.0,0,0,0.09367287567731529,0.022,0.2126436781609195,0.7468354430379747,0.0,1.0,0,0.07859373454478655,0.013393432066967154,0.2152045694167136
1,1,0.0,1,1,0.44120282921314236,0.0,1.0,0.7468354430379747,1.0,0.5,1,0.42730574121437354,0.06632324533161622,0.5011670588362351
1,1,0.6666666666666666,1,1,0.15014683781659752,0.0,0.4444444444444444,0.012658227848101264,1.0,0.0,1,0.12901129025420735,0.9999999999999999,0.0
0,0,0.0,1,0,0.17842518165147736,0.0,0.23371647509578541,0.620253164556962,1.0,1.0,1,0.15799290649860814,0.018673535093367673,0.28209074304320886
1,0,0.0,0,0,0.04516813964069545,0.0,0.11877394636015325,0.7468354430379747,1.0,0.5,1,0.021421808984159726,0.007083065035415324,0.16770007735392867
1,0,0.0,0,1,0.1199933819575618,0.0,0.3275862068965517,0.7468354430379747,0.0,0.0,0,0.0981079286128107,0.02112041210560206,0.22995851507456622
1,1,0.3333333333333333,1,0,0.06538074425402253,0.029875,0.2126436781609195,0.7468354430379747,1.0,0.5,1,0.05226864870211533,0.013393432066967154,0.19256943291335415
1,0,0.0,1,0,0.08134677163617313,0.0,0.23371647509578541,0.7468354430379747,1.0,1.0,1,0.058500190761491606,0.014810045074050222,0.19755626384574576
1,0,0.0,1,0,0.04234168401604876,0.17954166666666665,0.2911877394636015,0.7468354430379747,1.0,1.0,1,0.07941330243468184,0.018673535093367673,0.21452552882142584
1,1,0.0,1,0,0.03837085855313047,0.06066666666666667,0.16283524904214558,0.7468354430379747,1.0,1.0,1,0.03502946205259365,0.01004507405022537,0.17862412605585415
1,0,0.0,1,0,0.06893794206455349,0.0,0.22988505747126436,0.7468354430379747,1.0,0.0,1,0.045782757987254306,0.01455247907276239,0.18668891435853613
1,1,0.3333333333333333,0,0,0.03395883026099905,0.09833333333333333,0.17049808429118773,0.7468354430379747,0.0,1.0,0,0.04328166287498763,0.010560206052801027,0.1855846296528793
1,1,0.6666666666666666,1,0,0.06693874174468144,0.0,0.0842911877394636,0.7468354430379747,1.0,0.0,1,0.04373383826251607,0.0047649710238248525,0.18749215323367774
1,0,0.0,0,1,0.022046353872244205,0.10308333333333333,0.18582375478927204,0.620253164556962,1.0,0.5,1,0.03268380222978988,0.014810045074050222,0.1753585212844802
1,1,0.6666666666666666,1,1,0.05854210040121882,0.17691666666666667,0.3563218390804597,0.7468354430379747,1.0,1.0,1,0.09512639715129506,0.02305215711526078,0.22688865759209237
1,1,0.0,1,0,0.05974162059314206,0.09545833333333333,0.2011494252873563,0.7257383966244726,1.0,0.0,1,0.0687306589043225,0.013110109465550544,0.20679823584443358
1,0,0.3333333333333333,1,0,0.080285127328379,0.105375,0.30459770114942525,0.7468354430379747,1.0,0.5,1,0.09314812983085813,0.019575016097875077,0.22609891852997838
1,1,0.0,0,0,0.10885301051992996,0.0,0.22030651340996166,0.7468354430379747,1.0,0.0,0,0.08669050007771764,0.013908564069542818,0.22203142486476563
1,0,0.0,1,0,0.057218491913579396,0.17733333333333332,0.34674329501915707,0.7468354430379747,1.0,0.0,1,0.09391117579731237,0.022408242112041205,0.2260125197266018
1,0,0.0,1,0,0.04086641205586731,0.0,0.10727969348659004,0.7468354430379747,0.0,0.5,0,0.017013098955757464,0.006310367031551832,0.16411182705119534
1,0,0.0,1,0,0.07697610610928043,0.0,0.16858237547892718,0.7468354430379747,1.0,1.0,1,0.054020828328788024,0.010431423052157114,0.19485225129631956
0,0,0.0,1,0,0.03733678942216217,0.0,0.07088122605363985,0.7468354430379747,1.0,0.0,1,0.013395695855529965,0.0038634900193174485,0.16164271124844923
1,0,0.3333333333333333,1,0,0.04384453115305602,0.09874999999999999,0.09961685823754789,0.4936708860759493,1.0,0.0,1,0.05355452246039933,0.01094655505473277,0.19431630871912425
